Name,Company,Level,MarketTime,Engine,Gearbox,LWH,BodyStructure,MaximunSpeed,FuelConsumption,EngineCapacity,EngineForm,GearboxType,ParkingBrakeType,PSAirbag,BASideAirbag,BAHeadAirbag,TirePressure,SeatBeltWarning,ChildSeat,ABS,EBD,EBA,ASR,ESC,MergeSupport,DeviationWarning,SecuritySystem,NightVersion,ParkingRadar,ParkingVideo,PanoramicCamera,Cruise,AdaptiveCruise,AutomaticParking,EngineAutomatic,UphillSupport,AutomaticSkylight,PanoramicSkylight,Rims,AutomaticDoor,AutomaticTrunk,InduceTrunk,RoofRacks,EngineAntiTheft,ParkingLock,RemoteKey,KeylessStart,KeylessEntry,SteeringWheel,SeatMaterial,SeatAdjust,PSSeatAdjust,AfterSeatAdjust,SeatMemory,SeatFallDown,CentralArmrest,CupHolder,GPS,Positioning,Screen,ScreenSize,Interface,CDDVD,Speaker,LowLights,HighLights,LED,AdaptiveLights,HeadLights,SupportLights,FogLights,AtmosphereLights,AutomaticWindow,WindowLift,WindowAntiClipHand,InsulatedGlass,AutomaticRearviewAdjust,AutomaticRearviewFold,MakeupMirror,Wipers,InduceWipers,AirConditioning,WindOutlet
"东风风神AX7 2017款 2.0L 自动智驭型",东风乘用车,紧凑型SUV,2016.12,"2.0L 147马力 L4",6挡手自一体,4690*1850*1727,5门5座SUV,180,8.7,2.0,自然吸气,手自一体变速箱(AT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,●,-,-,-,"前● / 后●",●,●,●,-,●,-,●,●,-,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,●,比例放倒,"前● / 后●",●,●,●,●,9英寸,USB+AUX+SD,-,6-7喇叭,卤素,卤素,●,-,-,●,●,●,"前● / 后●",全车,●,-,●,●,●,●,-,自动●,●
"传祺GS4 2017款 200T G-DCT两驱精英版",广汽乘用车,紧凑型SUV,2016.11,"1.3T 137马力 L4",7挡双离合,4510*1852*1708,5门5座SUV,-,6.3,1.3,涡轮增压,双离合变速箱(DCT,手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,-,●,●,-,●,-,-,-,●,●,●,●,●,●,-,仿皮,●,-,-,-,比例放倒,"前● / 后-",-,-,-,-,-,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,-,手动●,●
"传祺GS4 2017款 200T G-DCT两驱舒适版",广汽乘用车,紧凑型SUV,2016.11,"1.3T 137马力 L4",7挡双离合,4510*1852*1677,5门5座SUV,-,6.3,1.3,涡轮增压,双离合变速箱(DCT,手刹,"主● / 副●",-,-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,-,●,-,-,●,-,-,-,-,●,●,●,-,-,-,织物,●,-,-,-,比例放倒,"前● / 后-",-,-,-,-,-,USB+AUX,-,4-5喇叭,卤素,卤素,-,-,-,-,-,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,-,手动●,-
"传祺GS4 2017款 200T G-DCT两驱豪华版",广汽乘用车,紧凑型SUV,2016.11,"1.3T 137马力 L4",7挡双离合,4510*1852*1708,5门5座SUV,-,6.3,1.3,涡轮增压,双离合变速箱(DCT,手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,●,●,●,-,●,-,-,-,●,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,●,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,●,●,●,-,手动●,●
"传祺GS4 2017款 235T G-DCT两驱精英版",广汽乘用车,紧凑型SUV,2016.11,"1.5T 152马力 L4",7挡双离合,4510*1852*1708,5门5座SUV,-,6.6,1.5,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,-,●,●,-,●,-,-,-,●,●,●,●,●,●,-,仿皮,●,-,-,-,比例放倒,"前● / 后-",-,-,-,-,-,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,-,手动●,●
"传祺GS4 2017款 235T G-DCT两驱豪华版",广汽乘用车,紧凑型SUV,2016.11,"1.5T 152马力 L4",7挡双离合,4510*1852*1708,5门5座SUV,-,6.6,1.5,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,●,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,●,●,●,-,手动●,●
"传祺GS4 2017款 235T 自动两驱尊贵版",广汽乘用车,紧凑型SUV,2016.11,"1.5T 152马力 L4",6挡手自一体,4510*1852*1708,5门5座SUV,-,7.2,1.5,涡轮增压,手自一体变速箱(AT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,●,●,-,-,●,●,●,-,●,-,-,-,●,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,8英寸,USB+AUX,-,6-7喇叭,氙气,卤素,●,-,●,-,●,-,"前● / 后●",主驾驶位,●,-,●,●,●,●,●,自动●,●
"传祺GS4 2017款 235T 自动两驱精英版",广汽乘用车,紧凑型SUV,2016.11,"1.5T 152马力 L4",6挡手自一体,4510*1852*1708,5门5座SUV,-,7.2,1.5,涡轮增压,手自一体变速箱(AT,电子驻车,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,-,●,●,-,●,-,-,-,●,●,●,●,●,●,-,仿皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,-,-,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,-,手动●,●
"传祺GS4 2017款 235T 自动两驱豪华智联版",广汽乘用车,紧凑型SUV,2016.11,"1.5T 152马力 L4",6挡手自一体,4510*1852*1708,5门5座SUV,-,7.2,1.5,涡轮增压,手自一体变速箱(AT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,●,●,-,-,-,●,●,-,●,-,-,-,●,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,●,●,●,-,自动●,●
"传祺GS4 2017款 235T 自动四驱尊贵版",广汽乘用车,紧凑型SUV,2016.11,"1.5T 152马力 L4",6挡手自一体,4510*1852*1708,5门5座SUV,-,-,1.5,涡轮增压,手自一体变速箱(AT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,●,●,-,-,●,●,●,-,●,-,-,-,●,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,8英寸,USB+AUX,-,6-7喇叭,氙气,卤素,●,-,●,-,●,-,"前● / 后●",主驾驶位,●,-,●,●,●,●,●,自动●,●
"传祺GS4 2017款 235T 自动四驱豪华智联版",广汽乘用车,紧凑型SUV,2016.11,"1.5T 152马力 L4",6挡手自一体,4510*1852*1708,5门5座SUV,-,-,1.5,涡轮增压,手自一体变速箱(AT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,●,●,-,-,-,●,●,-,●,-,-,-,●,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,●,●,●,-,自动●,●
"传祺GS5 Super 2016款 1.8T 自动两驱周年纪念版",广汽乘用车,紧凑型SUV,2015.11,"1.8T 177马力 L4",7挡双离合,4750*1854*1690,5门5座SUV,-,7.6,1.8,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,●,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,-,USB,-,-,卤素,卤素,-,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,●,●,●,-,自动●,●
"传祺GS5 Super 2016款 1.8T 自动两驱尊享版",广汽乘用车,紧凑型SUV,2016.06,"1.8T 177马力 L4",7挡双离合,4750*1854*1690,5门5座SUV,-,7.6,1.8,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,●,●,-,-,-,●,●,-,●,-,-,-,●,●,●,●,●,●,●,真皮,●,"主● / 副●",-,-,比例放倒,"前● / 后●",●,●,●,●,-,USB,-,6-7喇叭,氙气,卤素,●,-,-,-,●,●,"前● / 后●",主驾驶位,●,-,●,●,●,●,-,自动●,●
"传祺GS5 Super 2016款 1.8T 自动两驱豪华智慧版",广汽乘用车,紧凑型SUV,2015.11,"1.8T 177马力 L4",7挡双离合,4750*1854*1690,5门5座SUV,-,7.6,1.8,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,●,●,-,-,-,●,●,-,●,-,-,-,●,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,-,USB,-,-,卤素,卤素,●,-,-,-,●,●,"前● / 后●",主驾驶位,●,-,●,●,●,●,-,自动●,●
"传祺GS5 Super 2016款 1.8T 自动两驱超享版",广汽乘用车,紧凑型SUV,2015.11,"1.8T 177马力 L4",7挡双离合,4750*1854*1690,5门5座SUV,-,7.6,1.8,涡轮增压,双离合变速箱(DCT,手刹,"主● / 副●",-,-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,-,●,●,-,●,-,-,-,●,●,●,●,-,-,●,织物,●,-,-,-,比例放倒,"前● / 后●",●,-,-,-,-,USB,单碟CD,-,卤素,卤素,-,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,-,自动●,●
"传祺GS5 Super 2016款 1.8T 自动四驱豪华导航版",广汽乘用车,紧凑型SUV,2015.12,"1.8T 177马力 L4",5挡手自一体,4750*1854*1690,5门5座SUV,-,8.4,1.8,涡轮增压,手自一体变速箱(AT,电子驻车,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,●,●,-,-,-,●,●,-,●,-,-,-,●,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,-,USB,-,6-7喇叭,卤素,卤素,●,-,-,-,●,●,"前● / 后●",主驾驶位,●,-,●,●,●,●,-,自动●,●
"传祺GS5 Super 2016款 2.0L 自动两驱周年纪念版",广汽乘用车,紧凑型SUV,2015.11,"2.0L 147马力 L4",5挡手自一体,4750*1854*1690,5门5座SUV,-,8.3,2.0,自然吸气,手自一体变速箱(AT,电子驻车,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,●,●,-,-,-,●,●,-,●,-,-,-,●,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,-,USB,-,-,卤素,卤素,●,-,-,-,●,●,"前● / 后●",主驾驶位,●,-,●,●,●,●,-,自动●,●
"传祺GS5 Super 2016款 2.0L 自动两驱超享版",广汽乘用车,紧凑型SUV,2015.11,"2.0L 147马力 L4",5挡手自一体,4750*1854*1690,5门5座SUV,-,8.3,2.0,自然吸气,手自一体变速箱(AT,手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,-,●,●,-,●,-,-,-,●,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,-,-,-,-,USB,单碟CD,-,卤素,卤素,-,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,●,●,●,-,自动●,●
"传祺GS8 2017款 320T 两驱精英版",广汽乘用车,中型SUV,2016.10,"2.0T 201马力 L4",6挡手自一体,4810*1910*1770,5门5座SUV,-,-,2.0,涡轮增压,手自一体变速箱(AT,电子驻车,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,●,●,●,●,●,●,-,织物,●,-,-,-,比例放倒,"前● / 后●",●,-,-,●,10英寸,USB,-,6-7喇叭,卤素,卤素,●,-,●,-,●,-,"前● / 后●",全车,●,●,●,-,●,●,●,自动●,●
"元 2016款 1.5L 自动豪华型",比亚迪,小型SUV,2016.09,"1.5L 109马力 L4",6挡双离合,4360*1785*1650,5门5座SUV,-,-,1.5,自然吸气,双离合变速箱(DCT,手刹,"主● / 副●","前○ / 后-","前○ / 后○",-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,-,-,●,-,-,-,-,●,●,●,●,●,-,皮/织物混搭,●,-,-,-,比例放倒,"前● / 后-",-,●,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,-,-,-,"前● / 后●",-,-,-,●,-,●,●,-,自动●,-
"元 2016款 1.5L 自动豪雅型",比亚迪,小型SUV,2016.09,"1.5L 109马力 L4",6挡双离合,4360*1785*1650,5门5座SUV,-,-,1.5,自然吸气,双离合变速箱(DCT,手刹,"主● / 副●","前○ / 后-","前○ / 后○",●,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",●,●,●,-,-,-,●,○,○,●,-,-,-,●,●,●,●,●,●,-,仿皮,●,-,-,-,比例放倒,"前● / 后-",-,●,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,-,-,-,"前● / 后●",主驾驶位,●,-,●,●,●,●,-,自动●,-
"元 2016款 1.5TID 自动尊荣型",比亚迪,小型SUV,2016.04,"1.5T 154马力 L4",6挡双离合,4360*1785*1650,5门5座SUV,-,5.9,1.5,涡轮增压,双离合变速箱(DCT,手刹,"主● / 副●","前● / 后-","前○ / 后○",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,●,●,-,-,-,●,●,●,●,●,●,-,仿皮,●,-,-,-,比例放倒,"前● / 后-",-,●,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,-,-,-,"前● / 后●",主驾驶位,●,-,●,●,●,●,-,自动●,-
"元 2016款 1.5TID 自动旗舰型",比亚迪,小型SUV,2016.04,"1.5T 154马力 L4",6挡双离合,4360*1785*1650,5门5座SUV,-,5.9,1.5,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",●,●,●,-,-,-,●,●,●,●,-,-,-,●,●,●,●,●,●,-,仿皮,●,"主● / 副●",-,-,比例放倒,"前● / 后-",-,●,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,-,-,-,"前● / 后●",主驾驶位,●,-,●,●,●,●,-,自动●,-
"元 2016款 1.5TID 自动舒适型",比亚迪,小型SUV,2016.04,"1.5T 154马力 L4",6挡双离合,4360*1785*1650,5门5座SUV,-,5.9,1.5,涡轮增压,双离合变速箱(DCT,手刹,"主● / 副●","前○ / 后-","前○ / 后○",-,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,●,-,-,●,-,-,-,-,●,●,●,●,●,-,皮/织物混搭,●,-,-,-,比例放倒,"前● / 后-",-,-,-,-,-,USB+AUX,-,4-5喇叭,卤素,卤素,●,-,●,-,-,-,"前● / 后●",-,-,-,●,-,●,●,-,自动●,-
"元 2016款 1.5TID 自动豪华型",比亚迪,小型SUV,2016.04,"1.5T 154马力 L4",6挡双离合,4360*1785*1650,5门5座SUV,-,5.9,1.5,涡轮增压,双离合变速箱(DCT,手刹,"主● / 副●","前○ / 后-","前○ / 后○",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,-,-,●,-,-,-,●,●,●,●,●,●,-,仿皮,●,-,-,-,比例放倒,"前● / 后-",-,●,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,-,-,-,"前● / 后●",主驾驶位,●,-,●,●,●,●,-,自动●,-
"创酷 2017款 1.4T 自动两驱舒适型",上汽通用雪佛兰,小型SUV,2016.11,"1.4T 143马力 L4",6挡手自一体,4255*1776*1675,5门5座SUV,-,6.9,1.4,涡轮增压,手自一体变速箱(AT,手刹,"主● / 副●",-,-,-,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,●,●,●,-,●,-,-,-,●,●,●,●,-,-,-,织物,●,-,-,-,比例放倒,"前● / 后-",-,-,-,-,-,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,-,-,-,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,-,手动●,-
"创酷 2017款 1.4T 自动两驱豪华型",上汽通用雪佛兰,小型SUV,2016.11,"1.4T 143马力 L4",6挡手自一体,4255*1776*1675,5门5座SUV,-,6.9,1.4,涡轮增压,手自一体变速箱(AT,手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,●,●,●,-,●,-,-,-,●,●,●,●,●,●,●,皮/织物混搭,●,-,-,-,比例放倒,"前● / 后●",●,-,-,●,7英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,-,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,-,手动●,-
"创酷 2017款 1.4T 自动四驱旗舰型",上汽通用雪佛兰,小型SUV,2016.11,"1.4T 143马力 L4",6挡手自一体,4255*1776*1687,5门5座SUV,-,7.6,1.4,涡轮增压,手自一体变速箱(AT,手刹,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,●,●,●,-,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,-,●,●,7英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,-,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,-,手动●,-
"劲客 2017款 1.5L CVT智行版",东风日产,小型SUV,2017.07,"1.5L 124马力 L4",CVT无级变速(模拟,4295*1760*1588,5门5座SUV,175,5.6,1.5,自然吸气,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,-,-,●,-,-,-,●,●,●,●,●,●,●,皮/织物混搭,●,-,-,-,比例放倒,"前● / 后-",-,-,-,●,7英寸,USB+AUX,-,4-5喇叭,卤素,卤素,-,-,●,-,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,-,手动●,-
"劲客 2017款 1.5L CVT智领版",东风日产,小型SUV,2017.07,"1.5L 124马力 L4",CVT无级变速(模拟,4295*1760*1588,5门5座SUV,175,5.6,1.5,自然吸气,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,●,●,●,-,"前- / 后●",●,-,-,-,-,-,●,-,-,●,-,-,-,●,●,●,●,●,●,●,皮/织物混搭,●,-,-,-,比例放倒,"前● / 后-",-,-,-,●,7英寸,USB+AUX,-,4-5喇叭,LED,卤素,●,●,●,-,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,-,手动●,-
